,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
66,729317,1.0,True,Centrum-Oost,52.36052,4.89568,Private room,2,1,1,10,116.0,3,14,True,0,2,4.68,True,58.0,348.0,0.05,0.13,0.17,4.99,0.0,557.9589041095891
67,730916,1.0,True,Westerpark,52.3731,4.86859,Private room,2,1,1,3,85.0,3,90,True,10,4,4.74,False,42.5,255.0,0.06,0.12,0.16,4.99,0.6410958904109589,425.4931506849315
68,746067,0.56,False,Centrum-West,52.38295,4.88726,Entire home/apt,2,1,1,6,136.0,3,100,True,0,0,4.7,False,68.0,408.0,0.08,0.15,0.21,4.99,0.0,678.7671232876712
69,754020,0.57,False,De Pijp - Rivierenbuurt,52.34829,4.91047,Entire home/apt,4,2,2,7,199.0,5,90,True,0,2,4.86,False,49.75,995.0,0.09,0.21,0.2,4.99,0.1643835616438356,828.2876712328767
70,754613,0.4099999999999999,True,Centrum-Oost,52.37266,4.90456,Entire home/apt,4,2,3,11,250.0,4,250,True,3,5,4.93,False,62.5,1000.0,0.1,0.19,0.19,4.99,0.2493150684931507,1355.4794520547946
71,758475,0.0,False,De Baarsjes - Oud-West,52.36827,4.87107,Entire home/apt,4,2,1,10,100.0,6,60,True,0,0,4.74,False,25.0,600.0,0.07,0.12,0.22,4.99,0.0,499.86301369863014
72,759060,0.55,False,Centrum-West,52.36754,4.88733,Entire home/apt,4,2,2,9,325.0,3,60,True,0,0,4.94,False,81.25,975.0,0.12,0.24,0.24,4.99,0.0,2197.958904109589
73,759402,0.0,False,Centrum-West,52.36652,4.87854,Entire home/apt,2,1,2,7,180.0,6,30,True,0,0,4.9,False,90.0,1080.0,0.06,0.15,0.17,4.99,0.0,900.0
74,775655,0.9700000000000001,False,Centrum-Oost,52.37026,4.89931,Private room,2,1,1,5,135.0,3,31,True,0,1,4.61,True,67.5,405.0,0.07,0.16,0.13,4.99,0.6328767123287671,683.8356164383562
75,800723,0.0,False,De Baarsjes - Oud-West,52.36884,4.86127,Entire home/apt,4,2,2,5,150.0,4,14,True,0,0,4.83,False,37.5,600.0,0.07,0.17,0.17,4.99,0.005479452054794521,750.0
76,805330,0.0,False,De Pijp - Rivierenbuurt,52.34725,4.89341,Entire home/apt,6,3,2,13,249.0,4,21,True,0,1,4.93,False,41.5,996.0,0.12,0.16,0.17,4.99,0.030136986301369864,1275.13698630137
77,816940,0.5900000000000001,False,Zuid,52.35323,4.85421,Entire home/apt,2,1,1,11,200.0,5,7,True,0,0,4.73,False,100.0,1000.0,0.1,0.23,0.18,4.99,0.021917808219178082,1000.0
78,818881,0.62,False,Centrum-Oost,52.36123,4.89619,Entire home/apt,2,1,1,8,122.0,7,60,True,2,0,4.69,False,61.0,854.0,0.06,0.15,0.18,4.99,0.46301369863013697,698.2739726027397
79,834233,0.64,False,Centrum-Oost,52.37272,4.90418,Private room,2,1,2,1,125.0,3,28,True,0,4,4.88,False,62.5,375.0,0.07,0.16,0.18,4.99,0.3835616438356164,634.5616438356165
80,835627,0.42000000000000004,False,Centrum-Oost,52.36899,4.91607,Entire home/apt,4,2,3,14,180.0,4,13,True,0,0,5.0,False,45.0,720.0,0.07,0.2,0.18,4.99,0.0,900.0
81,847093,0.46,False,De Baarsjes - Oud-West,52.3607,4.85991,Entire home/apt,4,2,5,8,150.0,4,1125,True,0,0,4.73,False,37.5,600.0,0.07,0.18,0.18,4.99,0.0136986301369863,803.082191780822
82,854328,1.0,True,De Baarsjes - Oud-West,52.37262,4.87342,Entire home/apt,4,2,3,11,250.0,7,180,True,4,3,4.82,False,62.5,1750.0,0.07,0.19,0.29,4.99,0.1232876712328767,1496.1780821917807
83,862411,0.0,False,Centrum-West,52.38139,4.88541,Entire home/apt,2,1,1,5,180.0,93,365,True,29,0,4.9,False,90.0,16740.0,0.08,0.17,0.18,4.99,0.9972602739726028,900.0
84,874340,1.0,False,Noord-West,52.42379,4.88851,Private room,2,1,2,5,88.0,3,60,True,3,0,4.57,True,44.0,264.0,0.07,0.1,0.17,4.99,0.736986301369863,433.1095890410959
85,874688,0.24,False,Oud-Oost,52.35894,4.91171,Entire home/apt,6,3,8,15,359.0,4,360,True,0,0,4.78,False,59.83,1436.0,0.06,0.17,0.23,4.99,0.7013698630136986,1768.150684931507
86,879986,0.8200000000000001,False,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room,3,1,2,7,109.0,5,1125,True,3,4,4.71,True,36.33,545.0,0.05,0.12,0.19,4.99,0.6465753424657534,535.9589041095891
87,886192,0.86,False,Noord-Oost,52.38462,5.01234,Entire home/apt,4,2,3,10,105.0,3,1125,True,21,0,4.68,False,26.25,315.0,0.06,0.11,0.17,4.99,0.40821917808219177,566.0958904109589
88,890355,1.0,False,Westerpark,52.38875,4.87835,Entire home/apt,2,1,1,10,144.0,5,1125,True,0,0,4.7,True,72.0,720.0,0.07,0.12,0.16,4.99,0.0,717.7397260273973
89,895684,0.77,False,Westerpark,52.37342,4.8693,Entire home/apt,2,1,1,9,300.0,3,1125,True,0,1,4.93,False,150.0,900.0,0.05,0.24,0.24,4.99,0.5150684931506849,1500.0
90,901789,1.0,False,De Baarsjes - Oud-West,52.36897,4.85561,Entire home/apt,2,1,1,5,210.0,3,1125,True,0,0,4.89,True,105.0,630.0,0.1,0.07,0.23,4.99,0.0,755.4794520547945
91,916096,0.9299999999999999,False,Centrum-West,52.379,4.87909,Entire home/apt,4,2,2,12,210.0,4,30,True,0,0,4.65,False,52.5,840.0,0.09,0.24,0.26,4.99,0.4410958904109589,1050.0
92,919131,0.52,False,Zuid,52.35864,4.87632,Entire home/apt,6,3,4,13,399.0,4,30,True,0,0,4.96,False,66.5,1596.0,0.15,0.12,0.21,4.99,0.005479452054794521,1999.109589041096
93,932227,0.9400000000000001,False,De Baarsjes - Oud-West,52.3709,4.85301,Entire home/apt,2,1,1,3,130.0,3,14,True,0,0,4.9,False,65.0,390.0,0.05,0.14,0.2,4.99,0.005479452054794521,652.1232876712329
94,937635,0.8,False,De Baarsjes - Oud-West,52.3624,4.86575,Entire home/apt,5,3,4,8,195.0,3,14,True,0,2,4.68,False,39.0,585.0,0.09,0.12,0.2,4.99,0.0,975.0
95,946142,1.0,True,Westerpark,52.37991,4.87414,Private room,2,1,2,7,95.0,3,34,True,0,3,4.8,False,47.5,285.0,0.05,0.13,0.15,4.99,0.4931506849315068,466.43835616438355
96,957396,0.1,False,IJburg - Zeeburgereiland,52.36073,4.98005,Entire home/apt,6,3,5,16,300.0,3,365,True,0,0,4.91,False,50.0,900.0,0.1,0.23,0.18,4.99,0.42191780821917807,1500.0
97,964986,0.14,False,De Pijp - Rivierenbuurt,52.35531,4.90333,Entire home/apt,4,2,3,16,355.0,3,365,True,0,0,5.0,False,88.75,1065.0,0.07,0.3,0.26,4.99,0.26301369863013696,1773.4931506849316
98,978852,0.6,False,De Baarsjes - Oud-West,52.37225,4.86262,Private room,2,1,1,2,32.0,28,1124,True,0,0,3.6799999999999997,True,16.0,896.0,0.1,0.09,0.13,0.99,0.0,155.35616438356163
99,982907,0.64,False,Oostelijk Havengebied - Indische Buurt,52.37,4.95127,Entire home/apt,4,2,2,5,145.0,5,1125,True,2,0,4.78,False,36.25,725.0,0.09,0.18,0.15,4.99,0.021917808219178082,811.3013698630137
100,985155,0.33,False,Centrum-Oost,52.37042,4.91535,Entire home/apt,3,2,2,6,150.0,6,35,True,0,0,4.67,False,50.0,900.0,0.09,0.16,0.19,4.99,0.0,750.0
101,989222,0.28,False,De Pijp - Rivierenbuurt,52.35082,4.8877,Entire home/apt,2,1,1,11,190.0,6,21,True,0,2,4.72,False,95.0,1140.0,0.07,0.11,0.2,4.99,0.1506849315068493,950.0
102,995087,1.0,True,Westerpark,52.381615,4.877059,Private room,2,1,2,1,73.0,3,28,True,5,5,4.51,True,36.5,219.0,0.06,0.1,0.15,2.99,0.410958904109589,404.64383561643837
103,1018639,0.2,False,Centrum-Oost,52.36181,4.88783,Private room,2,1,2,7,136.0,3,1125,True,0,0,4.61,False,68.0,408.0,0.07,0.18,0.19,4.99,0.0,681.986301369863
104,1020477,0.64,False,Centrum-West,52.37811,4.89196,Entire home/apt,2,1,1,13,307.0,5,8,True,4,0,4.91,False,153.5,1535.0,0.13,0.24,0.16,4.99,0.03287671232876712,1723.2876712328766
105,1021538,0.5,False,Slotervaart,52.35166,4.83893,Entire home/apt,5,3,3,9,249.0,7,20,True,0,0,5.0,False,49.8,1743.0,0.1,0.24,0.19,4.99,0.12054794520547946,1245.0
106,1036888,0.09,False,Westerpark,52.38624,4.87244,Entire home/apt,2,1,1,6,148.0,3,7,True,1,0,4.81,False,74.0,444.0,0.07,0.14,0.21,4.99,0.3424657534246575,705.0
107,1041309,0.72,False,Zuid,52.3543,4.88103,Entire home/apt,2,1,2,5,143.0,4,45,True,1,0,4.94,False,71.5,572.0,0.06,0.12,0.15,4.99,0.00821917808219178,753.013698630137
108,1044448,0.24000000000000002,False,Centrum-Oost,52.36377,4.91788,Entire home/apt,4,2,5,23,650.0,3,30,True,1,0,3.88,False,162.5,1950.0,0.14,0.29,0.27,10.99,0.6876712328767123,3101.301369863014
109,1055703,1.0,True,De Baarsjes - Oud-West,52.36051,4.86451,Entire home/apt,6,3,3,12,291.0,7,180,True,5,3,4.97,False,48.5,2037.0,0.09,0.27,0.21,4.99,0.6767123287671233,1456.5753424657535
110,1058082,0.86,False,De Baarsjes - Oud-West,52.36324,4.8679,Entire home/apt,2,1,1,14,392.0,5,30,True,0,1,4.88,False,196.0,1960.0,0.09,0.18,0.24,4.99,0.4849315068493151,1957.4931506849316
111,1064108,0.17,True,Centrum-West,52.38302,4.8869,Entire home/apt,2,1,1,6,99.0,7,180,True,1,0,4.75,False,49.5,693.0,0.06,0.09,0.15,4.99,0.4794520547945205,495.0
112,1068565,0.54,False,IJburg - Zeeburgereiland,52.36064,4.97643,Entire home/apt,4,2,1,1,135.0,5,30,True,0,0,4.79,False,33.75,675.0,0.08,0.13,0.2,4.99,0.4328767123287671,675.0
113,1071414,0.99,False,Oud-Oost,52.35764,4.9067,Entire home/apt,2,1,1,9,189.0,3,21,True,4,6,4.81,False,94.5,567.0,0.1,0.23,0.2,4.99,0.024657534246575342,945.0
114,1072171,0.0,False,Bos en Lommer,52.37729,4.86053,Entire home/apt,4,2,2,10,107.0,7,365,True,0,0,4.33,False,26.75,749.0,0.07,0.14,0.17,4.99,0.4246575342465753,535.6164383561644
115,1088859,0.5700000000000001,False,De Baarsjes - Oud-West,52.36688,4.87684,Entire home/apt,2,1,1,4,110.0,3,30,True,0,1,4.87,False,55.0,330.0,0.07,0.17,0.18,4.99,0.010958904109589041,550.0
116,1095819,0.0,False,Oud-Oost,52.35696,4.92971,Entire home/apt,3,2,2,3,180.0,3,10,True,0,0,4.82,False,60.0,540.0,0.07,0.2,0.22,4.99,0.0,817.3972602739726
117,1102846,0.9,False,Centrum-Oost,52.36474,4.90273,Entire home/apt,3,2,2,5,180.0,3,21,True,0,0,4.68,False,60.0,540.0,0.07,0.14,0.15,4.99,0.0027397260273972603,900.0
118,1104125,1.0,False,De Baarsjes - Oud-West,52.36603,4.86833,Entire home/apt,2,1,1,11,125.0,7,21,True,5,3,4.86,False,62.5,875.0,0.06,0.21,0.2,4.99,0.0136986301369863,625.0
119,1105924,0.5,False,Watergraafsmeer,52.35339,4.94237,Entire home/apt,4,2,3,13,250.0,4,1125,True,1,0,4.4,False,62.5,1000.0,0.09,0.24,0.26,4.99,0.019178082191780823,1250.0
120,1132247,0.67,False,Westerpark,52.39054,4.88886,Entire home/apt,4,2,4,9,325.0,3,1125,True,0,0,4.81,False,81.25,975.0,0.12,0.18,0.32,4.99,0.7561643835616438,1625.0
121,1155251,0.13,True,Centrum-West,52.38295,4.88854,Entire home/apt,2,1,1,11,135.0,7,180,True,3,1,4.83,False,67.5,945.0,0.09,0.18,0.14,4.99,0.5013698630136987,520.4794520547945
122,1155386,0.0,False,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire home/apt,2,1,2,7,99.0,6,14,True,0,0,4.72,False,49.5,594.0,0.05,0.12,0.16,4.99,0.4383561643835616,499.3150684931507
123,1162769,0.41000000000000003,False,Oud-Oost,52.35823,4.92035,Entire home/apt,4,2,4,15,295.0,4,1125,True,0,0,4.82,False,73.75,1180.0,0.09,0.11,0.26,4.99,0.4438356164383562,1475.0
124,1174506,0.08000000000000002,False,De Pijp - Rivierenbuurt,52.35043,4.90079,Entire home/apt,2,1,1,9,120.0,4,30,True,0,0,4.95,False,60.0,480.0,0.06,0.12,0.17,4.99,0.0,600.0
125,1182421,0.56,False,Oud-Noord,52.39259,4.91565,Entire home/apt,4,2,3,2,90.0,4,1125,True,0,0,4.5,False,22.5,360.0,0.06,0.1,0.16,4.99,0.030136986301369864,551.1095890410959
126,1195666,0.63,False,De Baarsjes - Oud-West,52.36501,4.87918,Entire home/apt,4,2,4,12,386.0,5,25,True,1,0,4.89,False,96.5,1930.0,0.12,0.18,0.22,4.99,0.3095890410958904,1894.1780821917807
127,1224695,0.4,False,De Baarsjes - Oud-West,52.37006,4.85853,Entire home/apt,2,1,1,7,150.0,8,1123,True,0,0,4.77,False,75.0,1200.0,0.06,0.16,0.24,4.99,0.1643835616438356,789.4931506849315
128,1225622,0.6,False,De Baarsjes - Oud-West,52.35936,4.86001,Entire home/apt,4,2,3,11,160.0,5,30,True,0,0,4.92,False,40.0,800.0,0.09,0.13,0.22,4.99,0.005479452054794521,883.9041095890411
129,1250364,0.15,False,De Pijp - Rivierenbuurt,52.35263,4.89093,Entire home/apt,4,2,3,10,260.0,3,1125,True,0,0,4.84,False,65.0,780.0,0.07,0.16,0.23,4.99,0.40821917808219177,1300.0
130,1260229,1.0,False,Centrum-West,52.383,4.89161,Entire home/apt,2,1,3,6,190.0,3,30,True,1,0,4.74,False,95.0,570.0,0.07,0.15,0.15,4.99,0.005479452054794521,861.2328767123288
131,1271700,0.44,False,De Baarsjes - Oud-West,52.36062,4.86901,Entire home/apt,4,2,3,10,300.0,3,14,True,0,1,4.86,False,75.0,900.0,0.13,0.23,0.23,4.99,0.00821917808219178,1500.0
132,1291054,1.0,False,Noord-West,52.42397,4.88864,Hotel room,2,1,1,1,81.0,3,60,True,1,1,4.51,True,40.5,243.0,0.06,0.11,0.16,4.99,0.7808219178082192,398.1917808219178
133,1311373,0.25,False,De Baarsjes - Oud-West,52.37108,4.87389,Entire home/apt,4,2,6,2,280.0,4,1125,True,0,0,4.89,True,70.0,1120.0,0.09,0.22,0.2,4.99,0.0136986301369863,1445.2876712328766
134,1315392,0.6599999999999999,True,Centrum-West,52.38123,4.88619,Entire home/apt,2,1,1,4,140.0,7,180,True,2,1,4.75,False,70.0,980.0,0.06,0.16,0.15,4.99,0.5123287671232877,532.5342465753424
135,1316990,0.53,True,Centrum-West,52.38145,4.8849,Entire home/apt,4,2,2,8,196.0,7,180,True,2,2,4.82,False,49.0,1372.0,0.06,0.17,0.19,4.99,0.07945205479452055,913.082191780822
136,1320353,0.25,True,Centrum-West,52.3815,4.88538,Entire home/apt,2,1,1,1,110.0,7,180,True,12,0,4.9,False,55.0,770.0,0.07,0.14,0.18,4.99,0.684931506849315,566.986301369863
137,1320438,0.17,True,Centrum-West,52.3814,4.88553,Entire home/apt,2,1,1,11,125.0,7,180,True,4,0,4.88,False,62.5,875.0,0.05,0.15,0.18,4.99,0.6904109589041096,625.0
138,1321735,0.62,True,Centrum-West,52.38295,4.88765,Entire home/apt,3,2,2,6,160.0,7,180,True,10,0,4.62,False,53.33,1120.0,0.07,0.14,0.19,4.99,0.6465753424657534,540.3013698630137
139,1331157,0.29,False,IJburg - Zeeburgereiland,52.34861,5.00784,Entire home/apt,4,2,3,9,193.0,3,14,True,0,0,4.87,False,48.25,579.0,0.08,0.18,0.2,4.99,0.4410958904109589,963.013698630137
140,1338633,0.38,False,Oud-Noord,52.39319,4.9435,Private room,1,1,1,5,59.0,4,5,True,1,1,4.19,False,59.0,236.0,0.06,0.14,0.16,2.99,0.2876712328767123,295.0
141,1354077,0.0,False,Centrum-Oost,52.37141,4.90353,Entire home/apt,4,2,2,5,135.0,3,1125,True,0,0,4.43,False,33.75,405.0,0.07,0.15,0.2,4.99,0.0,675.0
142,1364013,0.27,False,De Baarsjes - Oud-West,52.36055,4.8532,Entire home/apt,4,2,4,5,111.0,4,23,True,14,0,4.7,False,27.75,444.0,0.05,0.16,0.19,4.99,0.4547945205479452,591.986301369863
143,1366058,0.56,False,Oud-Noord,52.38295,4.9152,Entire home/apt,4,2,2,9,159.0,5,29,True,0,0,4.83,False,39.75,795.0,0.08,0.12,0.19,4.99,0.0,792.7397260273973
144,1383369,0.68,False,Westerpark,52.38069,4.86826,Entire home/apt,3,2,1,1,100.0,4,500,True,5,2,4.75,False,33.33,400.0,0.08,0.16,0.17,4.99,0.0136986301369863,510.958904109589
145,1383494,0.29,False,Oostelijk Havengebied - Indische Buurt,52.36482231096632,4.9332502266687,Entire home/apt,2,1,1,8,60.0,30,31,True,0,0,4.71,False,30.0,1800.0,0.05,0.11,0.16,2.99,0.4246575342465753,443.3013698630137
146,1394668,0.9,False,De Baarsjes - Oud-West,52.37154,4.852,Private room,2,1,2,5,88.0,3,7,True,0,5,4.9,False,44.0,264.0,0.06,0.11,0.15,4.99,0.0,439.24657534246575
147,1397317,0.9299999999999999,False,De Pijp - Rivierenbuurt,52.35781,4.90529,Entire home/apt,4,2,2,10,186.0,3,19,True,1,0,4.85,False,46.5,558.0,0.1,0.14,0.19,4.99,0.021917808219178082,1276.041095890411
148,1408035,0.67,False,De Aker - Nieuw Sloten,52.34255,4.80578,Shared room,1,1,3,4,50.0,3,3,True,0,0,4.199999999999999,False,50.0,150.0,0.05,0.12,0.16,2.99,0.0,250.0
149,1427610,0.67,False,Geuzenveld - Slotermeer,52.38277,4.80351,Entire home/apt,4,2,2,7,100.0,5,1125,True,0,0,5.0,False,25.0,500.0,0.05,0.14,0.15,4.99,0.01643835616438356,622.4794520547945
150,1447217,1.0,True,Bos en Lommer,52.37591,4.8479,Private room,2,1,1,2,51.0,4,100,True,0,4,4.72,True,25.5,204.0,0.06,0.07,0.14,2.99,0.336986301369863,317.1095890410959
151,1468473,1.0,False,Bos en Lommer,52.37563,4.85014,Entire home/apt,2,1,1,8,120.0,3,90,True,1,0,4.56,True,60.0,360.0,0.06,0.15,0.12,4.99,0.43561643835616437,575.7534246575342
152,1517398,0.59,False,Westerpark,52.38459,4.88058,Entire home/apt,4,2,1,9,122.0,3,30,True,0,2,4.68,False,30.5,366.0,0.07,0.13,0.15,4.99,0.34794520547945207,550.3835616438356
153,1523635,0.53,False,Centrum-West,52.37004,4.88501,Private room,2,1,1,8,119.0,3,150,True,4,6,4.7,False,59.5,357.0,0.06,0.13,0.18,4.99,0.7342465753424657,632.082191780822
154,1533103,0.67,False,Westerpark,52.37943,4.87031,Entire home/apt,2,1,1,11,250.0,10,20,True,10,0,5.0,False,125.0,2500.0,0.03,0.2,0.23,4.99,0.18082191780821918,1234.6575342465753
155,1566348,0.27,False,De Baarsjes - Oud-West,52.36992,4.85379,Entire home/apt,2,1,1,5,103.0,3,30,True,0,0,4.85,False,51.5,309.0,0.07,0.17,0.18,4.99,0.0,515.0
156,1568669,0.23,False,Watergraafsmeer,52.34336,4.9227,Entire home/apt,4,2,4,1,105.0,4,14,True,0,0,4.74,False,26.25,420.0,0.05,0.13,0.17,4.99,0.4547945205479452,557.917808219178
157,1570315,0.78,False,Centrum-West,52.37016,4.885,Private room,2,1,2,3,126.0,3,183,True,2,5,4.63,False,63.0,378.0,0.06,0.17,0.19,4.99,0.5863013698630137,669.3972602739726
158,1586071,1.0,False,Bos en Lommer,52.3825,4.85645,Private room,2,1,1,9,45.0,4,30,True,0,0,4.86,True,22.5,180.0,0.1,0.09,0.14,0.99,0.0,358.6986301369863
159,1601408,0.8200000000000001,False,De Pijp - Rivierenbuurt,52.3552,4.89161,Entire home/apt,4,2,2,17,436.0,4,1000,True,6,2,4.56,False,109.0,1744.0,0.12,0.1,0.26,10.99,0.6438356164383562,2069.986301369863
160,1603630,1.0,True,Centrum-West,52.37886,4.88723,Entire home/apt,2,1,2,15,300.0,4,1125,True,0,0,4.94,False,150.0,1200.0,0.14,0.22,0.25,4.99,0.6328767123287671,1517.123287671233
161,1605387,0.67,False,Oostelijk Havengebied - Indische Buurt,52.36333,4.93846,Entire home/apt,2,1,1,7,50.0,5,15,True,0,0,4.68,False,25.0,250.0,0.06,0.13,0.17,2.99,0.0,368.0
162,1620658,0.05,False,Oud-Oost,52.34933,4.91314,Entire home/apt,2,1,1,1,125.0,3,1125,True,0,0,4.81,False,62.5,375.0,0.06,0.18,0.17,4.99,0.0,507.5342465753425
163,1631878,0.04999999999999999,False,Zuid,52.36079,4.88298,Entire home/apt,4,2,3,16,475.0,5,1125,True,0,1,4.09,True,118.75,2375.0,0.07,0.08,0.2,10.99,0.4246575342465753,2375.0
164,1645011,0.45999999999999996,False,Centrum-Oost,52.36063,4.89241,Entire home/apt,4,2,3,13,397.0,3,1125,True,0,0,4.94,False,99.25,1191.0,0.13,0.2,0.3,4.99,0.00821917808219178,1964.4520547945206
165,1649932,0.72,False,Centrum-Oost,52.36307,4.89709,Entire home/apt,3,2,2,7,125.0,5,30,True,0,0,5.0,False,41.67,625.0,0.07,0.11,0.19,4.99,0.0,625.0
166,1657879,0.0,False,De Baarsjes - Oud-West,52.35811,4.85707,Entire home/apt,3,2,2,9,119.0,6,30,True,0,0,4.92,False,39.67,714.0,0.07,0.13,0.19,4.99,0.0,595.0
167,1662676,0.0,False,Centrum-West,52.37976,4.88293,Entire home/apt,2,1,2,3,100.0,15,30,False,0,0,4.85,False,50.0,1500.0,0.07,0.12,0.14,4.99,0.0,500.0
168,1681041,0.0,False,Zuid,52.35466,4.88464,Entire home/apt,6,3,4,9,200.0,7,300,True,0,0,5.0,False,33.33,1400.0,0.11,0.15,0.22,4.99,0.038356164383561646,1056.7397260273972
169,1708637,0.81,False,De Pijp - Rivierenbuurt,52.35428,4.90005,Private room,2,1,1,4,84.0,3,31,True,3,3,4.6,False,42.0,252.0,0.06,0.11,0.15,4.99,0.6109589041095891,446.4931506849315
170,1713147,0.010000000000000009,False,De Pijp - Rivierenbuurt,52.33917,4.89633,Entire home/apt,6,3,4,10,299.0,4,1125,True,0,0,4.75,False,49.83,1196.0,0.08,0.22,0.26,4.99,0.021917808219178082,1495.0
171,1723463,0.0,False,Watergraafsmeer,52.35317,4.93806,Entire home/apt,4,2,4,15,200.0,5,21,True,0,0,4.91,False,50.0,1000.0,0.07,0.15,0.22,4.99,0.4246575342465753,1000.0
172,1727103,0.0,False,De Pijp - Rivierenbuurt,52.34007,4.91193,Entire home/apt,4,2,3,9,175.0,3,1125,True,0,0,4.91,False,43.75,525.0,0.09,0.2,0.22,4.99,0.0,1233.4246575342465
173,1731246,0.0,False,De Pijp - Rivierenbuurt,52.35345,4.89037,Entire home/apt,4,2,2,5,273.0,3,1125,True,2,0,4.95,False,68.25,819.0,0.09,0.23,0.28,4.99,0.07945205479452055,1121.849315068493
174,1733772,0.56,True,Oud-Noord,52.38772,4.93933,Entire home/apt,2,1,1,6,180.0,3,14,True,0,0,4.83,True,90.0,540.0,0.07,0.1,0.17,4.99,0.14520547945205478,900.0
175,1734564,0.51,False,Centrum-West,52.37318,4.88886,Entire home/apt,2,1,1,12,229.0,3,1125,True,0,3,4.82,False,114.5,687.0,0.07,0.12,0.21,4.99,0.00821917808219178,1145.0
176,1734769,1.0,False,Geuzenveld - Slotermeer,52.37346,4.83449,Entire home/apt,4,2,4,10,245.0,5,30,True,0,0,4.85,False,61.25,1225.0,0.08,0.25,0.21,4.99,0.07945205479452055,1855.13698630137
177,1766570,0.83,False,Centrum-Oost,52.3643,4.88867,Entire home/apt,4,2,2,18,332.0,7,180,True,5,0,4.5,False,83.0,2324.0,0.09,0.25,0.25,4.99,0.1178082191780822,1595.4109589041095
178,1771760,1.0,False,Bos en Lommer,52.38278,4.85254,Private room,2,1,1,5,82.0,4,21,True,0,1,4.8,False,41.0,328.0,0.06,0.07,0.16,4.99,0.0,355.1095890410959
179,1792271,0.52,False,Westerpark,52.39051,4.87076,Entire home/apt,2,1,1,7,150.0,4,4,True,0,1,4.97,False,75.0,600.0,0.07,0.2,0.21,4.99,0.0,750.6849315068494
180,1798944,1.0,True,Centrum-West,52.38778,4.88848,Private room,2,1,1,3,60.0,3,30,True,6,5,4.31,False,30.0,180.0,0.07,0.14,0.17,2.99,0.6931506849315069,301.986301369863
181,1798945,0.0,False,Centrum-Oost,52.36416,4.89859,Entire home/apt,4,2,1,15,365.0,5,1125,True,0,0,4.81,False,91.25,1825.0,0.1,0.18,0.26,4.99,0.0,1853.9315068493152
182,1812581,0.5,False,De Baarsjes - Oud-West,52.36679,4.86016,Entire home/apt,4,2,3,13,400.0,4,365,True,0,0,4.319999999999999,True,100.0,1600.0,0.05,0.23,0.28,10.99,0.5917808219178082,2000.0
183,1828391,1.0,False,Noord-West,52.40294,4.90568,Entire home/apt,5,3,5,5,200.0,3,1125,True,0,0,4.9,False,40.0,600.0,0.1,0.15,0.2,4.99,0.0,1000.0
184,1831427,0.5,False,Centrum-Oost,52.3692,4.92534,Entire home/apt,2,1,1,5,120.0,4,21,True,2,0,3.83,False,60.0,480.0,0.08,0.13,0.2,4.99,0.4301369863013699,600.0
185,1838751,0.99,False,Centrum-West,52.37595,4.87697,Entire home/apt,2,1,1,1,100.0,4,10,True,0,0,4.69,True,50.0,400.0,0.05,0.16,0.15,4.99,0.0,500.05479452054794
186,1845443,0.86,False,Westerpark,52.37381,4.87296,Entire home/apt,2,1,1,5,122.0,25,365,True,2,0,4.95,False,61.0,3050.0,0.04,0.13,0.19,4.99,0.005479452054794521,609.2465753424658
187,1863996,0.0,False,Bos en Lommer,52.38324,4.85573,Entire home/apt,2,1,2,2,75.0,3,1125,True,0,0,4.37,False,37.5,225.0,0.05,0.12,0.15,4.99,0.0,375.0
188,1901877,0.76,True,Centrum-West,52.371,4.88731,Private room,2,1,2,3,105.0,3,1125,True,5,4,4.89,False,52.5,315.0,0.09,0.12,0.14,4.99,0.6876712328767123,525.0
189,1912704,0.76,False,Centrum-West,52.36991,4.88717,Entire home/apt,2,1,1,8,180.0,3,60,True,2,3,5.0,False,90.0,540.0,0.08,0.2,0.24,4.99,0.5013698630136987,830.0410958904109
190,1924485,0.76,False,De Pijp - Rivierenbuurt,52.35593,4.89208,Private room,4,1,4,1,95.0,3,1125,True,0,0,4.92,True,23.75,285.0,0.05,0.12,0.14,4.99,0.0,474.972602739726
191,1927634,0.81,False,Oostelijk Havengebied - Indische Buurt,52.36807,4.93449,Entire home/apt,4,2,3,14,482.0,8,30,True,0,0,4.6899999999999995,True,120.5,3856.0,0.07,0.16,0.22,10.99,0.0,2368.904109589041
192,1928474,0.44,False,Noord-West,52.4069,4.90168,Entire home/apt,6,3,6,5,130.0,4,21,True,0,0,4.75,False,21.67,520.0,0.07,0.19,0.18,4.99,0.31232876712328766,822.3835616438356
193,1929777,0.8,False,De Pijp - Rivierenbuurt,52.34383,4.89273,Entire home/apt,4,2,2,8,230.0,3,1124,True,0,0,4.97,False,57.5,690.0,0.06,0.16,0.24,4.99,0.0,1150.0
